Sentiment,SentimentText
positive,"Wow, only 56% of Canadians accept the scientific consensus on climate change, and only 45% support pricing carbon-a\xe2\x8negative\xa6 https://t.co/99MNZJ2sog'"
positive,"""Toxic energy can't compete on cost nor performance, #BigOil &amp; #Fracking are economic &amp; environmental losers. Fossil\xe2\x8negative\xa6 https://t.co/JYpVaQ59JU"""
positive,@armchairqbguy @jasonkenneyUC @OntarioNDP @BobRae48 @fordnation @OntarioPCParty (3/3) @liberal_party that future PM\xe2\x8negative\xa6 https://t.co/ngNhVRwnegativeII'
positive,"""'But Ottawa only has positive.5 million and 23 Councillors?' Careful what you say. Could be positive5 before the day is out.\xe2\x8negative\xa6 https://t.co/m2nZDDH4qX"""
negative,Add your name if you agree Doug Ford must respect local democracy and first listen to the people affected by his ba\xe2\x8negative\xa6 https://t.co/MFYYSwgZyK'
negative,So how is a Premier who is exercising his constitutional rights. A attack on democracy? Anyone who says this is a s\xe2\x8negative\xa6 https://t.co/OueYzQz2hJ'
positive,"""If we get $25 million for firing positive9 politicians. That might the first time I've seen government get a good return w\xe2\x8negative\xa6 https://t.co/szU4GSdgi7"""
positive,"canada\'s voice of ""isis"" fear campaign says she\'s running for toronto mayor.\ntrolling everyone for their own perver\xe2\x8negative\xa6 https://t.co/Sb7gsgxEMd'"
positive,@RDavachi Well reality throws curve balls to all of us. Considering your country was listed as an enemy to North Am\xe2\x8negative\xa6 https://t.co/p4hGncAkpM'
negative,@TaherehKh @HLaverdiereNPD @JennyKwanBC Your country is listed as a world terrorist hub. Iran has decades of be lis\xe2\x8negative\xa6 https://t.co/P8NfblvKEY'
negative,"@haaaaaaniiiiii @TaherehKh @HonAhmedHussen @MajidJowhari @JustinTrudeau No, in countries that hate you they don\xe2\x8negative\x99t a\xe2\x8negative\xa6 https://t.co/U4rdSjfpositiveBM'"
negative,"""CDA's idea of nation to nation relationships w/#FirstNations. What the Termination Tables are all about. The same positive\xe2\x8negative\xa6 https://t.co/H3nS6CexAk"""
positive,@RKhaniki @PFardnia @JennyKwanBC @CitImmCanada @HonAhmedHussen @RalphGoodale Well as you know the truth offends som\xe2\x8negative\xa6 https://t.co/mfruSsfvkC'
negative,@SHashemnia Because you have a lot of bad people coming from your country and your system and ours is not integrate\xe2\x8negative\xa6 https://t.co/42negativeXPXffyu'
positive,"""'Very big,' or no big deal? What this week's trade news means for Canada https://t.co/R5A24bHc9e #cdnpoli"""
negative,What governments spend on refugees is less important than how they spend it https://t.co/t9zqDY3Kfq #cdnpoli'
positive,"""'Very big,' or no big deal? What this week's trade news means for Canada https://t.co/Lfn5ipYyt3 #hw #cdnpoli https://t.co/GxtAFTlXqI"""
negative,What governments spend on refugees is less important than how they spend it https://t.co/RH4PpositiveGEpeU #hw #cdnpoli https://t.co/jL783tnu89'
positive,"@PFardnia @Nardoon23 @CitImmCanada @JustinTrudeau @HonAhmedHussen No, it means they are doing their job. A lot can\xe2\x8negative\xa6 https://t.co/TJURAqaSPw'"
positive,"@RDavachi @Nardoon23 @CitImmCanada @MarcMillerVM @JennyKwanBC @HonAhmedHussen No, it means your not the only one th\xe2\x8negative\xa6 https://t.co/WiIVqfnVcZ'"
positive,"ON govt\'s stance shifts from ""we won\'t support refugees"" to ""we only will if the feds pay."" Too bad the PCs use the\xe2\x8negative\xa6 https://t.co/exPGnegativelykmW'"
positive,Wonderful news! The Patagonia Foundation is joining the fight against the #SiteC dam. They will match your donation\xe2\x8negative\xa6 https://t.co/UvVbBlOtqG'
positive,"@kerasus65 Yeah, cause Iran is know world wide as a global leader in truth and justice. Why do you think Iranians t\xe2\x8negative\xa6 https://t.co/dZePLULbXpositive'"
positive,"@FaithGoldy Keep us in your prayers, and our children in your heart, Queen.\n#FaithGoldy #CanadFirst #cdnpoli https://t.co/fMU4givAE5'"
negative,Fascinating thread on #TheRempelExperiment by positivenegative not very political people who were also not #BlockedByRempel on tw\xe2\x8negative\xa6 https://t.co/ypositiveMEoWrzex'
positive,The Labour movement in Ontario needs unity and a fighting leadership to tackle back-to-work laws. #union #onpoli\xe2\x8negative\xa6 https://t.co/ZiDZXP53e3'
positive,"#cdnpoli #ableg #abpoli And what of the Indigenous people who don't support resource extraction and the continued b\xe2\x8negative\xa6 https://t.co/u3hQvd794t"""""""
positive,Heard you have to finish your drink within 3negative minutes before paper straws wilt to uselessness. Made me realize how\xe2\x8negative\xa6 https://t.co/5VhdQNaXYh'
negative,"RT MikeHudema ""This 6positive-year-old woman has spent three weeks camped out in a tree to block a natural gas pipeline fr\xe2\x8negative\xa6 https://t.co/JGBiQkz6oZ'"
negative,@KellyCanuckTO And we the people without colour can\xe2\x8negative\x99t pretend it\xe2\x8negative\x99s not happening either. Total disrespect of our co\xe2\x8negative\xa6 https://t.co/iyk2DpositivecGhO'
positive,@JennyKwanBC @ARMansouri @HonAhmedHussen @RalphGoodale What you did was TREMENDOUS. We need such support in #Quebec\xe2\x8negative\xa6 https://t.co/FeZcAvgnvk'
positive,"""@2_blare Billy NO! Don't give up yet! We have taxpayer funded expense accounts we need to defend!\n\n#cdnpoli #ParodyCabinet"""
negative,@staceywakelin Well the other alternative is tougher laws. Basically mandatory sentencing for gun related crimes. A\xe2\x8negative\xa6 https://t.co/rqvrDKFAFP'
positive,MSM coverage needs to be so much better if we are ever going to change things for the better! Sexual assault covera\xe2\x8negative\xa6 https://t.co/bSmG3KhTypositive'
positive,@FraserInstitute Wow! Really? The only time I ever hear of economists being united is when it comes to borrowing yo\xe2\x8negative\xa6 https://t.co/QignegativeMAyLVD'
negative,"@nationalpost Danforth wasn\xe2\x8negative\x99t a gun control problem, it was an Islam control problem. #cdnpoli #TrudeauMustGo'"
negative,The fight isnt over
positive,VOTER: why change Toronto\xe2\x8negative\x99s ward boundaries?\n\nFord: matching them with federal &amp; provincial ridings.\n\nV: 2negative2positive. Why\xe2\x8negative\xa6 https://t.co/bTHNxjuxpZ'
positive,That makes complete sense since she is a Nazi. Nothing more than a Nazi. \nReferring to her as #Shitbird minimizes t\xe2\x8negative\xa6 https://t.co/m3q47XPEyR'
positive,@Norm_Farrell Let her have at it. Site C is a well known international embarrassments. I think it\xe2\x8negative\x99s more we\xe2\x8negative\x99ll know\xe2\x8negative\xa6 https://t.co/jQ7bNZeHdi'
positive,Guys dressed as Russian soldiers standing guard over smashed remnants of Trumps Hollywood Walk of Fame Star #Trump\xe2\x8negative\xa6 https://t.co/fCcCMNUiNm'
negative,"""i'm pretty sure i'm going to have to go watch some kitten videos after this evening's exposure to news. it's ugly o\xe2\x8negative\xa6 https://t.co/2kRYrlgwgW"""
negative,Oooh.  I\xe2\x8negative\x99d pay good money to see a ranking of the IQs of Canadian Prime Ministers.  Any guesses where #pmselfie wou\xe2\x8negative\xa6 https://t.co/gMhwK7vbuo'
negative,@llootsteen39 @jamesbezan @Albrecht4KitCon The CPC has always been what the processes are at the border now that ex\xe2\x8negative\xa6 https://t.co/EXnegativegYlPWHnegative'
negative,How are you going to stop people from walking across the border
negative,"""Where is the money coming from and how much did it take for you to line up with Nazi's, @joe_warmington? \n#cdnpoli\xe2\x8negative\xa6 https://t.co/M9QRF7Renc"""
negative,\xfnegative\x9f\x9positive\x87Canadians need to wake up &amp; realize the danger we are facing. \nWho will defend Canada against the cover-up of Isla\xe2\x8negative\xa6 https://t.co/WyMKggCTR8'
positive,"Yep.  My question is why?  Why did Harris, then Fords want to destroy such a great city as #Toronto? Do they get sa\xe2\x8negative\xa6 https://t.co/LHkezYrWT9'"
positive,@NDPGrassroots She\xe2\x8negative\x99s more racist than a bullet proof vest being worn by a white man while visiting Jane/Finch. We m\xe2\x8negative\xa6 https://t.co/SAwie9D4Jf'
negative,"No matter how you slice this, it makes the #CPC look bad #cdnpoli https://t.co/5iPnybVCmc'"
positive,#cdnpoli Please wake up fellow Canadians. https://t.co/Sak4CHeESr'
negative,However we learned\n   some other things following\nthe second world war.\n\n- Liberal MP Hedy Fry 2negativenegative2 https://t.co/ktaO74Kfly #CdnPoli'
negative,\xe2\x8negative\x9cAll empty souls tend toward extreme opinions\xe2\x8negative\x9d - William Butler Yeats. \n\nStay calm Toronto. Don\xe2\x8negative\x99t let hate win.\xe2\x8negative\xa6 https://t.co/96CvGFJqMS'
negative,"@TorontoStar @joe_cressy Wow, more upset at @fordnation than at terrorists who are murdering Torontonians... grow u\xe2\x8negative\xa6 https://t.co/Uho6zCa7Fpositive'"
negative,"""I guess we know how Nazi's feel about law and order, and obeying the rules...\n\nJust a scam to rake in untraceable m\xe2\x8negative\xa6 https://t.co/wbYNFjctDnegative"""
negative,REAKING \n\nwe just called the Abernethy Fair and I can now report that @AndrewScheer came in SECOND PLACE in the pi\xe2\x8negative\xa6 https://t.co/CmpopvxxDv'
positive,@abju   st58 @Swiftienegativepositive He didn\xe2\x8negative\x99t even recognize the recession. Some \xe2\x8negative\x9ceconomist\xe2\x8negative\x9d. But he said he wouldn\xe2\x8negative\x99t run a defici\xe2\x8negative\xa6 https://t.co/SU3rbYUwQS'
positive,Drones halt wildfire service\xe2\x8negative\x99s efforts in Kootenays \n https://t.co/mo8fZhfsFp\n#cdnpoli Guardian Ford @nytimes\xe2\x8negative\xa6 https://t.co/zhD4KS8PON'
positive,"Is it just me, or does Doug Ford always sound like a very bored preacher/minister when making public announcements?\xe2\x8negative\xa6 https://t.co/58AxkveMP'"
negative,Paying politicians positive/2 of current over-inflated rate would\n\npositive) Eliminate career politicians\n\n2) Eliminate people wh\xe2\x8negative\xa6 https://t.co/OMeMnodsy7'
negative,"They do not get paid to ""give the Premier a chance."" I understand maybe you dont know how to do anything other than\xe2\x8negative\xa6 https://t.co/NSLNSkpositive7Mz'"
negative,Power is corrupt. The select few want to keep power w/i more select few. For real democracy why not pay city counci\xe2\x8negative\xa6 https://t.co/klKqWwCWlnegative'
negative,"faith goldy helps ""isis"" spread its bogus claims to help empower ""isis"" even further.\nfaith goldy workin\' for the ""\xe2\x8negative\xa6 https://t.co/wpositiveRyHmdoeK'"
